Time,Date,Drinker,BarID,Bar
6:14:48,2/8/2016,Caldwell Mcdonald,457142-3666,KENTLANDS GOURMET
8:09:18,12/1/2015,Ivan Richmond,457142-3666,KENTLANDS GOURMET
9:29:43,7/26/2018,William Short,457142-3666,KENTLANDS GOURMET
15:21:22,11/11/2015,Gil Ramsey,457142-3666,KENTLANDS GOURMET
10:26:52,11/2/2015,Uriel Hoover,457142-3666,KENTLANDS GOURMET
19:15:19,11/1/2016,Kasper Hess,457142-3666,KENTLANDS GOURMET
14:15:54,7/10/2018,Selma Wise,457142-3666,KENTLANDS GOURMET
11:22:42,7/17/2017,Felix Gay,457142-3666,KENTLANDS GOURMET
18:16:01,4/19/2018,David Reynolds,457142-3666,KENTLANDS GOURMET
10:42:31,12/25/2015,Lucas Bush,457142-3666,KENTLANDS GOURMET
3:30:31,7/2/2015,Victoria Kennedy,457142-3666,KENTLANDS GOURMET
5:35:08,12/27/2016,Ivan Richmond,457142-3666,KENTLANDS GOURMET
3:23:17,6/2/2015,Rhona Velez,457142-3666,KENTLANDS GOURMET
6:14:20,7/9/2015,Rhona Velez,457142-3666,KENTLANDS GOURMET
5:08:54,11/27/2018,Dylan Murray,457142-3666,KENTLANDS GOURMET
9:26:47,8/16/2016,Ian Chen,457142-3666,KENTLANDS GOURMET
5:01:40,1/9/2018,Francesca Pacheco,457142-3666,KENTLANDS GOURMET
9:46:18,8/2/2017,Ulla Baker,457142-3666,KENTLANDS GOURMET
3:09:29,3/19/2018,Kasper Hess,457142-3666,KENTLANDS GOURMET
4:28:12,10/5/2015,Sybill Hogan,457142-3666,KENTLANDS GOURMET
19:57:48,5/13/2015,Guy Torres,457142-3666,KENTLANDS GOURMET
17:21:31,1/2/2018,Jamalia Mclean,457142-3666,KENTLANDS GOURMET
17:05:57,6/13/2018,Ivan Richmond,457142-3666,KENTLANDS GOURMET
8:10:18,7/22/2015,Harper Bird,329549-8939,SHANGHAI VILLAGE
12:14:56,11/12/2015,Phelan Sweeney,329549-8939,SHANGHAI VILLAGE
15:45:48,7/18/2016,Judith Castro,329549-8939,SHANGHAI VILLAGE
10:33:54,2/26/2016,Kaseem Baker,329549-8939,SHANGHAI VILLAGE
7:03:33,5/13/2015,Richard Chapman,329549-8939,SHANGHAI VILLAGE
8:48:48,4/19/2016,Garrett Griffith,329549-8939,SHANGHAI VILLAGE
7:40:37,2/9/2018,Colorado Lyons,329549-8939,SHANGHAI VILLAGE
3:35:23,1/28/2015,Lani Jefferson,329549-8939,SHANGHAI VILLAGE
15:01:25,5/14/2018,Castor Hopkins,329549-8939,SHANGHAI VILLAGE
6:52:04,3/16/2016,Dustin Sutton,329549-8939,SHANGHAI VILLAGE
7:18:32,9/12/2018,Logan Mack,329549-8939,SHANGHAI VILLAGE
15:35:44,2/6/2018,Jolie Barry,329549-8939,SHANGHAI VILLAGE
9:10:11,1/6/2015,Valentine Carpenter,329549-8939,SHANGHAI VILLAGE
15:38:58,12/4/2015,Valentine Carpenter,329549-8939,SHANGHAI VILLAGE
15:17:56,11/17/2016,Xander Jennings,329549-8939,SHANGHAI VILLAGE
7:11:37,2/18/2016,Louis Levy,329549-8939,SHANGHAI VILLAGE
15:10:51,5/27/2015,Vivien Navarro,329549-8939,SHANGHAI VILLAGE
7:56:38,3/13/2015,Colorado Lyons,329549-8939,SHANGHAI VILLAGE
15:03:14,5/8/2015,Andrew Green,329549-8939,SHANGHAI VILLAGE
11:14:38,3/25/2015,Evan West,329549-8939,SHANGHAI VILLAGE
16:07:46,6/17/2015,Amos Lancaster,329549-8939,SHANGHAI VILLAGE
8:15:26,2/2/2017,Donna Collins,329549-8939,SHANGHAI VILLAGE
11:03:53,1/23/2017,Macey Nielsen,329549-8939,SHANGHAI VILLAGE
15:43:04,7/15/2016,Rhona Gill,329549-8939,SHANGHAI VILLAGE
6:43:10,8/17/2016,Ivana Talley,329549-8939,SHANGHAI VILLAGE
15:40:41,3/22/2017,Linus Cannon,329549-8939,SHANGHAI VILLAGE
7:48:49,1/23/2015,Jolie Barry,329549-8939,SHANGHAI VILLAGE
14:48:04,9/8/2017,Caleb Potter,329549-8939,SHANGHAI VILLAGE
6:49:32,10/2/2015,Andrew Green,329549-8939,SHANGHAI VILLAGE
15:18:22,1/22/2016,April Herrera,329549-8939,SHANGHAI VILLAGE
10:22:14,12/27/2018,Gemma Roth,329549-8939,SHANGHAI VILLAGE
7:31:05,5/5/2016,Jarrod Bradshaw,329549-8939,SHANGHAI VILLAGE
4:25:55,3/3/2016,Teagan Owen,329549-8939,SHANGHAI VILLAGE
15:16:18,4/21/2017,Britanni Quinn,329549-8939,SHANGHAI VILLAGE
11:50:00,6/26/2017,Brock Barry,329549-8939,SHANGHAI VILLAGE
7:40:02,2/23/2018,Caleb Potter,329549-8939,SHANGHAI VILLAGE
15:22:47,7/3/2017,Kaden Maynard,329549-8939,SHANGHAI VILLAGE
16:43:32,8/19/2016,Gemma Roth,329549-8939,SHANGHAI VILLAGE
14:54:01,6/12/2018,Colt Zimmerman,329549-8939,SHANGHAI VILLAGE
13:11:02,6/12/2018,Garrett Griffith,329549-8939,SHANGHAI VILLAGE
14:28:27,2/23/2015,Barrett Alexander,329549-8939,SHANGHAI VILLAGE
11:51:57,4/4/2018,Sebastian Frye,329549-8939,SHANGHAI VILLAGE
16:25:17,3/15/2018,Andrew Green,329549-8939,SHANGHAI VILLAGE
13:44:45,3/17/2015,Jolie Barry,329549-8939,SHANGHAI VILLAGE
10:15:42,1/4/2018,Ivana Talley,329549-8939,SHANGHAI VILLAGE
8:18:26,2/17/2016,Dustin Sutton,329549-8939,SHANGHAI VILLAGE
3:39:38,8/17/2015,Dustin Sutton,329549-8939,SHANGHAI VILLAGE
5:14:36,4/12/2018,Nevada Schwartz,329549-8939,SHANGHAI VILLAGE
3:20:03,2/22/2018,Elaine Herring,329549-8939,SHANGHAI VILLAGE
4:37:56,2/5/2018,Gemma Roth,329549-8939,SHANGHAI VILLAGE
11:15:12,11/15/2016,Sasha Charles,329549-8939,SHANGHAI VILLAGE
12:41:34,4/30/2015,Vivien Navarro,329549-8939,SHANGHAI VILLAGE
15:26:26,1/12/2016,Colorado Lyons,329549-8939,SHANGHAI VILLAGE
16:32:54,1/24/2018,Autumn Gill,329549-8939,SHANGHAI VILLAGE
5:10:53,8/21/2015,Xander Jennings,329549-8939,SHANGHAI VILLAGE
12:18:53,5/23/2016,Rhona Gill,329549-8939,SHANGHAI VILLAGE
11:20:51,5/5/2017,Britanni Quinn,329549-8939,SHANGHAI VILLAGE
9:19:55,4/22/2015,Louis Levy,329549-8939,SHANGHAI VILLAGE
8:38:07,6/1/2018,Zena Moss,329549-8939,SHANGHAI VILLAGE
16:22:34,1/19/2016,Daniel Ruiz,329549-8939,SHANGHAI VILLAGE
3:01:12,2/16/2018,Evan West,329549-8939,SHANGHAI VILLAGE
11:14:52,12/20/2016,Autumn Gill,329549-8939,SHANGHAI VILLAGE
3:43:43,6/19/2018,Fay Green,329549-8939,SHANGHAI VILLAGE
13:47:24,4/30/2015,Driscoll Witt,329549-8939,SHANGHAI VILLAGE
5:30:37,2/4/2016,Samson Mckee,329549-8939,SHANGHAI VILLAGE
11:40:51,4/12/2017,Colorado Lyons,329549-8939,SHANGHAI VILLAGE
9:59:53,12/3/2018,Louis Levy,329549-8939,SHANGHAI VILLAGE
4:06:05,1/10/2018,Cody Bowman,329549-8939,SHANGHAI VILLAGE
13:25:03,10/21/2016,Kiona Pugh,329549-8939,SHANGHAI VILLAGE
3:17:56,4/30/2018,Donna Collins,329549-8939,SHANGHAI VILLAGE
8:32:56,6/3/2016,Amos Lancaster,329549-8939,SHANGHAI VILLAGE
13:17:15,9/6/2017,Travis Holman,329549-8939,SHANGHAI VILLAGE
14:38:26,10/28/2015,Gemma Roth,329549-8939,SHANGHAI VILLAGE
15:54:49,10/25/2017,Brock Barry,329549-8939,SHANGHAI VILLAGE
10:35:42,12/10/2018,Valentine Carpenter,329549-8939,SHANGHAI VILLAGE
5:27:32,3/25/2015,Benjamin Griffin,329549-8939,SHANGHAI VILLAGE
12:07:47,11/23/2016,Ariana Avery,329549-8939,SHANGHAI VILLAGE
13:51:41,7/6/2017,Sasha Charles,329549-8939,SHANGHAI VILLAGE
16:28:58,9/9/2016,Ivana Talley,329549-8939,SHANGHAI VILLAGE
12:47:13,11/10/2015,Britanni Quinn,329549-8939,SHANGHAI VILLAGE
14:47:56,9/13/2017,Rhoda Chen,329549-8939,SHANGHAI VILLAGE
15:42:33,9/12/2018,Rana Beck,329549-8939,SHANGHAI VILLAGE
14:32:40,10/14/2015,Rhona Gill,329549-8939,SHANGHAI VILLAGE
3:17:32,1/9/2018,Althea Weiss,329549-8939,SHANGHAI VILLAGE
6:52:40,8/27/2018,Donna Collins,329549-8939,SHANGHAI VILLAGE
15:06:37,5/26/2017,Ivana Talley,329549-8939,SHANGHAI VILLAGE
4:24:32,5/22/2015,Jane Stephenson,329549-8939,SHANGHAI VILLAGE
7:12:22,12/8/2015,Garrett Griffith,329549-8939,SHANGHAI VILLAGE
3:32:09,8/4/2016,Vivien Navarro,329549-8939,SHANGHAI VILLAGE
10:22:21,9/10/2018,Elaine Herring,329549-8939,SHANGHAI VILLAGE
4:09:34,9/4/2015,Leila Robbins,329549-8939,SHANGHAI VILLAGE
4:21:24,1/12/2016,Rana Beck,329549-8939,SHANGHAI VILLAGE
15:10:20,5/10/2017,Jarrod Bradshaw,329549-8939,SHANGHAI VILLAGE
19:21:52,12/31/2015,Randall Roberson,059219-3288,La Mezcaleria
15:21:06,8/15/2018,Molly Sosa,059219-3288,La Mezcaleria
6:25:35,7/17/2015,Gwendolyn Bond,059219-3288,La Mezcaleria
3:52:11,2/3/2016,Serina Donaldson,059219-3288,La Mezcaleria
8:49:34,9/14/2015,Shellie Dickson,059219-3288,La Mezcaleria
18:09:58,5/19/2017,Ignacia Savage,059219-3288,La Mezcaleria
16:16:16,3/13/2018,Hilda Christian,059219-3288,La Mezcaleria
10:30:37,3/14/2018,Coby Hewitt,059219-3288,La Mezcaleria
10:13:58,2/25/2016,Mason Huff,059219-3288,La Mezcaleria
6:55:01,7/4/2016,Christopher Mcintosh,059219-3288,La Mezcaleria
18:30:05,8/14/2018,Cathleen Ruiz,059219-3288,La Mezcaleria
14:53:53,12/2/2015,Talon Jarvis,059219-3288,La Mezcaleria
16:54:23,12/14/2017,Nyssa Valenzuela,059219-3288,La Mezcaleria
17:02:52,9/17/2018,Nyssa Valenzuela,059219-3288,La Mezcaleria
14:49:58,11/27/2017,Astra Jackson,059219-3288,La Mezcaleria
8:11:15,5/8/2015,Henry Montgomery,059219-3288,La Mezcaleria
10:25:35,6/15/2016,Tarik David,059219-3288,La Mezcaleria
20:16:47,4/13/2015,Patrick Mcgowan,059219-3288,La Mezcaleria
20:22:14,5/2/2018,Rina Kaufman,059219-3288,La Mezcaleria
3:32:49,2/2/2018,Clark Oneil,059219-3288,La Mezcaleria
9:09:58,4/2/2015,Thaddeus Harrington,059219-3288,La Mezcaleria
18:06:59,2/1/2017,Daniel Giles,059219-3288,La Mezcaleria
12:48:09,8/21/2015,Lila Hardin,059219-3288,La Mezcaleria
10:33:29,4/10/2015,Ignacia Savage,059219-3288,La Mezcaleria
14:44:38,1/26/2018,Aurora Avery,059219-3288,La Mezcaleria
10:31:39,5/1/2017,Drew Terrell,059219-3288,La Mezcaleria
11:28:57,9/6/2016,Breanna Riley,059219-3288,La Mezcaleria
4:00:00,5/2/2016,Darius Rocha,059219-3288,La Mezcaleria
12:10:16,1/19/2018,Charity Herrera,059219-3288,La Mezcaleria
17:41:09,1/16/2015,Skyler Mendoza,059219-3288,La Mezcaleria
19:06:14,3/2/2015,Callie Bruce,059219-3288,La Mezcaleria
13:55:53,8/24/2017,Louis Williamson,059219-3288,La Mezcaleria
17:34:52,5/3/2018,Thomas Haley,059219-3288,La Mezcaleria
18:27:38,2/1/2017,Leandra Bird,059219-3288,La Mezcaleria
4:13:27,2/14/2017,Francis Sawyer,059219-3288,La Mezcaleria
15:47:56,5/5/2015,Francis Sawyer,059219-3288,La Mezcaleria
4:30:09,9/28/2018,Veronica Luna,059219-3288,La Mezcaleria
5:06:38,9/26/2017,Mannix Sandoval,059219-3288,La Mezcaleria
3:18:16,2/10/2016,Jeanette Boone,059219-3288,La Mezcaleria
8:31:22,2/13/2015,Hilda Christian,059219-3288,La Mezcaleria
19:39:57,11/1/2016,Darius Rocha,059219-3288,La Mezcaleria
12:58:48,5/12/2015,Whoopi Pearson,059219-3288,La Mezcaleria
7:39:50,4/2/2015,Ishmael Leonard,059219-3288,La Mezcaleria
9:05:38,3/29/2017,Clare Acevedo,059219-3288,La Mezcaleria
9:09:04,7/9/2015,Jeanette Boone,059219-3288,La Mezcaleria
17:42:33,2/5/2015,Wesley Holcomb,059219-3288,La Mezcaleria
9:32:22,6/15/2016,Chloe Rodriquez,059219-3288,La Mezcaleria
17:22:49,1/3/2017,Tiger Ayala,059219-3288,La Mezcaleria
18:18:50,8/8/2017,Leandra Bird,059219-3288,La Mezcaleria
8:04:53,3/14/2018,Tad Robinson,059219-3288,La Mezcaleria
14:13:17,5/22/2017,Kyra Morin,059219-3288,La Mezcaleria
11:24:25,9/15/2017,Germaine Shannon,059219-3288,La Mezcaleria
11:54:48,6/5/2017,Veronica Luna,059219-3288,La Mezcaleria
16:57:40,11/24/2016,Tarik David,059219-3288,La Mezcaleria
18:09:46,10/21/2015,Cathleen Contreras,059219-3288,La Mezcaleria
13:41:19,10/25/2017,Duncan Cardenas,059219-3288,La Mezcaleria
2:52:55,3/30/2015,Thaddeus Harrington,059219-3288,La Mezcaleria
20:22:46,7/15/2016,Darryl Rojas,059219-3288,La Mezcaleria
6:22:46,4/28/2016,Serina Donaldson,059219-3288,La Mezcaleria
19:19:26,6/19/2015,Rebecca Terrell,059219-3288,La Mezcaleria
19:48:22,4/10/2015,Leandra Bird,059219-3288,La Mezcaleria
10:39:44,6/6/2017,Edan Snider,059219-3288,La Mezcaleria
4:01:42,7/27/2016,Ishmael Leonard,059219-3288,La Mezcaleria
7:15:50,3/13/2015,Ignacia Savage,059219-3288,La Mezcaleria
4:25:46,11/16/2017,Christopher Mcintosh,059219-3288,La Mezcaleria
7:59:09,5/2/2018,Harper Leonard,059219-3288,La Mezcaleria
11:35:09,6/19/2018,Tanek Knight,059219-3288,La Mezcaleria
20:44:07,6/16/2015,Rose Doyle,059219-3288,La Mezcaleria
2:15:59,4/5/2018,Leonard Garcia,059219-3288,La Mezcaleria
19:03:15,2/15/2018,Thane Brewer,059219-3288,La Mezcaleria
11:28:58,3/20/2017,Karyn Hayden,059219-3288,La Mezcaleria
13:01:47,11/7/2017,Galena Frost,059219-3288,La Mezcaleria
17:30:31,2/16/2018,Mason Huff,059219-3288,La Mezcaleria
4:29:15,6/15/2017,Hilda Christian,059219-3288,La Mezcaleria
15:00:47,8/11/2017,Irma Bean,059219-3288,La Mezcaleria
14:41:06,3/30/2018,John Hewitt,059219-3288,La Mezcaleria
4:30:16,2/15/2018,Kimberley Daniel,059219-3288,La Mezcaleria
7:53:19,2/13/2017,Edan Snider,059219-3288,La Mezcaleria
5:11:33,3/8/2018,Wyatt Conway,059219-3288,La Mezcaleria
2:58:11,8/29/2018,Lewis Hale,059219-3288,La Mezcaleria
19:26:37,4/18/2016,Zahir Contreras,059219-3288,La Mezcaleria
7:02:05,8/10/2018,Clare Acevedo,059219-3288,La Mezcaleria
18:38:15,8/15/2016,Leonard Garcia,059219-3288,La Mezcaleria
4:30:58,3/24/2015,Breanna Riley,059219-3288,La Mezcaleria
13:47:31,3/20/2015,Aurora Avery,059219-3288,La Mezcaleria
14:13:16,1/15/2018,Drew Terrell,059219-3288,La Mezcaleria
15:58:05,2/15/2017,Clare Acevedo,059219-3288,La Mezcaleria
17:26:50,3/16/2018,Thaddeus Harrington,059219-3288,La Mezcaleria
2:38:15,1/27/2016,Dexter Bush,059219-3288,La Mezcaleria
12:27:11,4/26/2016,Jaquelyn Everett,059219-3288,La Mezcaleria
17:03:43,11/6/2018,Hilda Christian,059219-3288,La Mezcaleria
20:32:19,11/1/2018,Ralph Bonner,059219-3288,La Mezcaleria
20:57:47,2/25/2015,Rebecca Terrell,059219-3288,La Mezcaleria
12:57:28,3/15/2018,Neil Patrick,273086-1339,La Commune
7:01:24,6/1/2018,Britanni Espinoza,273086-1339,La Commune
15:20:17,11/26/2018,Angelica French,273086-1339,La Commune
21:42:42,3/25/2016,Sasha Watson,273086-1339,La Commune
11:09:17,2/24/2016,Jonas Leon,273086-1339,La Commune
16:21:55,7/6/2015,Sacha Hays,273086-1339,La Commune
21:00:33,1/2/2018,Sophia Houston,273086-1339,La Commune
20:09:00,4/20/2015,Farrah Nixon,273086-1339,La Commune
20:37:44,5/17/2018,Carlos Leon,273086-1339,La Commune
12:20:27,6/7/2017,Lucas Valencia,273086-1339,La Commune
7:57:25,6/20/2016,Luke Ramos,273086-1339,La Commune
18:42:36,1/3/2017,Adria Roberson,273086-1339,La Commune
14:43:14,3/14/2018,Tiger Norman,273086-1339,La Commune
21:11:42,7/9/2015,Sacha Hays,273086-1339,La Commune
19:12:27,3/23/2016,Alden Luna,273086-1339,La Commune
1:44:12,5/3/2016,Mohammad Bates,273086-1339,La Commune
6:13:27,12/1/2015,Rhoda Padilla,273086-1339,La Commune
20:22:57,6/1/2016,Ferdinand Jackson,273086-1339,La Commune
18:14:40,11/15/2018,Winter Pate,273086-1339,La Commune
8:49:55,6/30/2016,Elijah Lowe,273086-1339,La Commune
13:27:57,8/24/2015,Fulton Hill,273086-1339,La Commune
8:53:03,7/31/2017,Jolene Watson,273086-1339,La Commune
1:44:41,10/16/2017,Maryam Valencia,273086-1339,La Commune
1:52:49,12/21/2015,Cedric Evans,273086-1339,La Commune
3:22:37,8/21/2018,Kareem Horton,273086-1339,La Commune
21:48:02,3/25/2016,Eve Conner,273086-1339,La Commune
3:59:58,3/17/2016,Regina Brewer,273086-1339,La Commune
2:03:43,3/15/2017,Larissa Ware,273086-1339,La Commune
6:06:39,8/26/2015,Jonas Leon,273086-1339,La Commune
7:06:38,8/15/2017,Lee Myers,273086-1339,La Commune
9:33:00,11/29/2018,Kareem Horton,273086-1339,La Commune
19:21:23,12/17/2018,Ulla Powers,273086-1339,La Commune
5:29:37,3/13/2018,Beverly Yates,273086-1339,La Commune
1:26:56,1/13/2017,Allegra Mejia,273086-1339,La Commune
20:56:49,1/28/2015,Luke Ramos,273086-1339,La Commune
7:58:58,12/1/2015,Alden Luna,273086-1339,La Commune
1:21:35,5/24/2017,Luke Ramos,273086-1339,La Commune
6:53:43,4/30/2015,Aiko Martinez,273086-1339,La Commune
2:31:43,12/26/2016,Whilemina Alford,273086-1339,La Commune
3:26:40,8/29/2017,Carlos Leon,273086-1339,La Commune
2:07:40,6/1/2015,Mariam Hunt,273086-1339,La Commune
8:54:11,3/27/2018,Herrod Monroe,273086-1339,La Commune
8:55:14,10/6/2016,Herrod Monroe,273086-1339,La Commune
1:30:05,3/29/2018,Hunter Curry,273086-1339,La Commune
20:57:41,4/19/2018,Pascale Blake,273086-1339,La Commune
21:24:36,3/15/2017,Uma Davis,273086-1339,La Commune
20:19:25,10/27/2017,Garrison Webb,273086-1339,La Commune
6:00:40,7/15/2015,Garrison Webb,273086-1339,La Commune
20:29:02,2/23/2016,Beau Mullins,273086-1339,La Commune
5:02:40,2/2/2016,Tiger Norman,273086-1339,La Commune
4:40:51,9/29/2017,McKenzie Kline,273086-1339,La Commune
6:37:11,8/10/2017,Jolene Watson,273086-1339,La Commune
5:21:50,4/22/2015,Kameko Hardin,273086-1339,La Commune
12:07:49,12/28/2017,Serena Herring,273086-1339,La Commune
19:13:20,5/30/2016,Cedric Evans,273086-1339,La Commune
11:19:29,12/24/2018,Lucas Valencia,273086-1339,La Commune
10:40:04,4/27/2015,Mona Hendrix,273086-1339,La Commune
20:35:48,4/9/2018,Dane Cummings,273086-1339,La Commune
8:35:46,6/25/2015,Ashton Kaufman,273086-1339,La Commune
16:57:31,3/27/2015,Wesley Simon,273086-1339,La Commune
12:04:01,12/20/2018,Jackson Brooks,273086-1339,La Commune
2:11:01,1/10/2018,Nora Mayer,273086-1339,La Commune
11:50:02,5/10/2017,Hunter Curry,273086-1339,La Commune
6:53:40,4/6/2017,Alyssa Herring,273086-1339,La Commune
2:28:05,1/9/2018,Ashton English,273086-1339,La Commune
4:37:53,8/16/2016,McKenzie Kline,273086-1339,La Commune
7:33:27,7/13/2015,Deacon Cantu,273086-1339,La Commune
20:13:56,2/12/2016,Farrah Nixon,273086-1339,La Commune
21:52:04,4/16/2015,Bevis Cochran,273086-1339,La Commune
15:25:05,4/7/2015,Hunter Curry,273086-1339,La Commune
19:22:59,10/14/2015,Leah Lott,273086-1339,La Commune
9:21:08,4/3/2018,Elijah Poole,273086-1339,La Commune
11:16:41,5/29/2017,Rebekah Vargas,273086-1339,La Commune
17:43:31,4/11/2018,Tyrone Patton,273086-1339,La Commune
14:03:15,2/9/2015,Thor Joyner,273086-1339,La Commune
15:11:54,12/13/2018,Joel Dennis,273086-1339,La Commune
14:54:07,8/31/2018,Hakeem Walls,273086-1339,La Commune
19:46:39,11/16/2017,Robert Wise,273086-1339,La Commune
8:58:45,8/19/2016,Joel Dennis,273086-1339,La Commune
18:40:50,8/17/2018,Salvador Hahn,273086-1339,La Commune
12:20:29,10/26/2017,Herrod Monroe,273086-1339,La Commune
10:09:43,8/4/2015,Fiona Downs,273086-1339,La Commune
7:11:50,7/5/2017,Tara Murphy,273086-1339,La Commune
7:25:37,4/16/2015,Clinton Mueller,273086-1339,La Commune
14:37:01,8/8/2017,Alyssa Herring,273086-1339,La Commune
6:05:36,1/24/2017,Geoffrey Farrell,273086-1339,La Commune
15:16:46,7/24/2018,Alden Luna,035952-6936,La Fontaine de Belleville
11:59:47,10/20/2016,Patience Bernard,035952-6936,La Fontaine de Belleville
5:20:31,10/6/2016,Jackson Brooks,035952-6936,La Fontaine de Belleville
3:37:29,12/26/2017,Farrah Nixon,035952-6936,La Fontaine de Belleville
16:36:25,8/2/2016,Fleur Chaney,035952-6936,La Fontaine de Belleville
7:08:41,2/10/2015,Maryam Valencia,035952-6936,La Fontaine de Belleville
6:00:15,10/26/2017,Lysandra Dudley,035952-6936,La Fontaine de Belleville
7:09:49,9/18/2017,Lysandra Dudley,035952-6936,La Fontaine de Belleville
11:03:48,4/16/2018,Rhoda Padilla,035952-6936,La Fontaine de Belleville
16:55:21,1/5/2018,Mariam Hunt,035952-6936,La Fontaine de Belleville
8:19:56,1/31/2017,Alvin Smith,035952-6936,La Fontaine de Belleville
5:01:29,11/16/2018,Luke Ramos,035952-6936,La Fontaine de Belleville
11:49:56,10/31/2017,Madonna Porter,035952-6936,La Fontaine de Belleville
4:06:17,10/19/2018,Angelica French,035952-6936,La Fontaine de Belleville
17:37:26,8/1/2017,Geoffrey Farrell,035952-6936,La Fontaine de Belleville
17:42:26,10/1/2018,Anthony Moon,035952-6936,La Fontaine de Belleville
6:31:25,8/11/2015,Gareth Kelly,035952-6936,La Fontaine de Belleville
6:33:51,7/17/2017,Garrison Webb,035952-6936,La Fontaine de Belleville
3:19:19,8/10/2018,Craig Salazar,035952-6936,La Fontaine de Belleville
14:46:18,7/1/2015,Lucas Valencia,035952-6936,La Fontaine de Belleville
3:48:31,9/24/2018,Luke Ramos,035952-6936,La Fontaine de Belleville
16:28:27,3/15/2016,McKenzie Kline,035952-6936,La Fontaine de Belleville
11:32:26,10/14/2016,Farrah Nixon,035952-6936,La Fontaine de Belleville
14:42:55,12/8/2015,Cailin Lang,035952-6936,La Fontaine de Belleville
8:45:15,10/5/2018,Alfonso Cline,035952-6936,La Fontaine de Belleville
6:01:24,2/19/2015,Yasir Barton,035952-6936,La Fontaine de Belleville
17:37:39,9/17/2018,Hunter Curry,035952-6936,La Fontaine de Belleville
17:24:00,12/10/2015,Alvin Smith,035952-6936,La Fontaine de Belleville
12:31:19,3/12/2018,Ferdinand Jackson,035952-6936,La Fontaine de Belleville
13:10:14,7/12/2017,Ashton Kaufman,035952-6936,La Fontaine de Belleville
16:14:47,4/10/2015,Aimee Olsen,035952-6936,La Fontaine de Belleville
11:29:42,11/14/2017,Neil Patrick,035952-6936,La Fontaine de Belleville
5:23:42,2/13/2015,Neil Patrick,035952-6936,La Fontaine de Belleville
12:25:48,4/6/2017,Walker Bass,035952-6936,La Fontaine de Belleville
14:49:56,6/19/2015,Tatum Rich,035952-6936,La Fontaine de Belleville
6:11:48,4/21/2016,Fulton Hill,035952-6936,La Fontaine de Belleville
7:08:04,4/29/2016,Karyn Hess,035952-6936,La Fontaine de Belleville
14:25:19,1/6/2017,Selma Lara,035952-6936,La Fontaine de Belleville
7:04:32,9/1/2015,Herrod Monroe,035952-6936,La Fontaine de Belleville
5:38:43,4/27/2018,Vielka Dawson,035952-6936,La Fontaine de Belleville
12:43:59,11/3/2015,Aimee Olsen,035952-6936,La Fontaine de Belleville
7:41:23,8/9/2016,Nora Mayer,035952-6936,La Fontaine de Belleville
14:41:47,3/16/2015,Lucas Valencia,035952-6936,La Fontaine de Belleville
10:44:47,9/22/2016,Roth Salas,035952-6936,La Fontaine de Belleville
11:28:36,1/22/2016,Fulton Hill,035952-6936,La Fontaine de Belleville
3:56:04,12/17/2018,Hasad Butler,035952-6936,La Fontaine de Belleville
15:26:37,5/27/2015,Rhoda Padilla,035952-6936,La Fontaine de Belleville
16:23:48,6/10/2016,Kareem Horton,035952-6936,La Fontaine de Belleville
11:34:02,2/6/2015,Roth Salas,035952-6936,La Fontaine de Belleville
13:12:26,2/23/2018,Eve Conner,035952-6936,La Fontaine de Belleville
3:29:18,12/20/2016,Yasir Barton,035952-6936,La Fontaine de Belleville
8:31:30,11/12/2018,Caleb Hewitt,035952-6936,La Fontaine de Belleville
5:12:39,3/15/2018,Hanae Hudson,035952-6936,La Fontaine de Belleville
9:16:41,7/19/2016,Adria Roberson,035952-6936,La Fontaine de Belleville
6:58:28,1/18/2016,Louis Harding,035952-6936,La Fontaine de Belleville
16:49:17,3/8/2016,Josiah Johnson,035952-6936,La Fontaine de Belleville
3:58:08,7/13/2017,Mira Padilla,035952-6936,La Fontaine de Belleville
5:00:29,10/27/2017,Genevieve Peters,035952-6936,La Fontaine de Belleville
11:54:57,11/17/2015,Anthony Moon,035952-6936,La Fontaine de Belleville
15:23:51,8/23/2018,Elijah Lowe,035952-6936,La Fontaine de Belleville
14:17:10,11/10/2017,Clinton Mueller,035952-6936,La Fontaine de Belleville
6:18:56,1/5/2017,Carolyn Oliver,035952-6936,La Fontaine de Belleville
14:41:42,4/8/2016,Jackson Brooks,035952-6936,La Fontaine de Belleville
10:37:07,10/31/2018,Selma Lara,035952-6936,La Fontaine de Belleville
11:26:01,4/17/2015,Beau Mullins,035952-6936,La Fontaine de Belleville
9:17:43,8/15/2018,Madonna Porter,035952-6936,La Fontaine de Belleville
5:15:06,9/19/2018,Sierra Hodge,035952-6936,La Fontaine de Belleville
18:19:40,2/14/2018,Tiger Vaughan,035952-6936,La Fontaine de Belleville
5:45:25,3/30/2018,Craig Salazar,035952-6936,La Fontaine de Belleville
4:26:24,10/17/2016,Roth Salas,035952-6936,La Fontaine de Belleville
14:27:07,7/17/2015,Hasad Langley,035952-6936,La Fontaine de Belleville
14:09:07,7/3/2015,Reed Macias,035952-6936,La Fontaine de Belleville
18:24:48,5/5/2015,Adria Roberson,035952-6936,La Fontaine de Belleville
7:32:52,2/5/2016,Allegra Mejia,035952-6936,La Fontaine de Belleville
3:35:38,6/30/2016,Denise Barrett,035952-6936,La Fontaine de Belleville
17:11:24,3/6/2018,Hakeem Walls,035952-6936,La Fontaine de Belleville
