id,Bar,BarState,License,Name,DrinkerState,SSN,YesOrNo
122,Tweed&Stout,Pennsylvania,443862-2740,Janna Macias,Pennsylvania,456-16-09,No
133,DAD'S BEER ,Pennsylvania,987820-7241,Janna Macias,Pennsylvania,456-16-09,No
231,OUTTA THE WAY CAFE,Pennsylvania,993879-6407,Janna Macias,Pennsylvania,456-16-09,Yes
235,MINERVA INDIAN CUISINE,Pennsylvania,636663-6196,Janna Macias,Pennsylvania,456-16-09,Yes
14,SENOR TEQUILA'S,Delaware,744864-1998,Ciaran Sharpe,Delaware,841-03-04,No
72,Chez Ammad,Delaware,195979-2548,Ciaran Sharpe,Delaware,841-03-04,Yes
94,ARIA BAR & GRILL,Delaware,705071-9785,Ciaran Sharpe,Delaware,841-03-04,Yes
166,PETERS CARRY OUT,Delaware,825935-7435,Ciaran Sharpe,Delaware,841-03-04,Yes
227,CUBANO'S,Delaware,284560-8641,Ciaran Sharpe,Delaware,841-03-04,No
238,THE QUARRY HOUSE TAVERN,Delaware,906351-1597,Ciaran Sharpe,Delaware,841-03-04,No
11,BROOKVILLE EATERY,Georgia,405616-0742,Irene Blanchard,Georgia,323-09-03,No
25,Britannia Arms,Georgia,033266-5462,Irene Blanchard,Georgia,323-09-03,No
129,SAFEWAY,Georgia,076279-9393,Irene Blanchard,Georgia,323-09-03,No
130,Anderdog,Georgia,426308-0014,Irene Blanchard,Georgia,323-09-03,Yes
140,MAPLE BEER AND WINE,Georgia,624171-7682,Irene Blanchard,Georgia,323-09-03,No
176,PETER'S GRILL,Georgia,567033-1627,Irene Blanchard,Georgia,323-09-03,Yes
181,MIX BAR & GRILL,Georgia,167553-1543,Irene Blanchard,Georgia,323-09-03,No
225,Hedley Club,Georgia,627764-8355,Irene Blanchard,Georgia,323-09-03,No
15,GOLF ULTRA LOUNGE,Colorado,008054-3713,Kato Zimmerman,Colorado,209-79-01,No
45,FOUR U,Colorado,436611-7341,Kato Zimmerman,Colorado,209-79-01,No
75,TARA THAI,Colorado,514464-4324,Kato Zimmerman,Colorado,209-79-01,No
148,OLAZZO RESTAURANT,Colorado,544976-6244,Kato Zimmerman,Colorado,209-79-01,No
171,BETHESDA CRAB HOUSE,Colorado,789601-4995,Kato Zimmerman,Colorado,209-79-01,Yes
1,TACO BAR,New Hampshire,417478-9703,Echo Byers,New Hampshire,015-87-05,No
27,PARTY TIME LOUNGE,New Hampshire,513075-0960,Echo Byers,New Hampshire,015-87-05,No
62,CUBA DE AYER,New Hampshire,746894-2946,Echo Byers,New Hampshire,015-87-05,Yes
63,THE YO YO CAFE,New Hampshire,347113-2062,Echo Byers,New Hampshire,015-87-05,Yes
64,En Vrac,New Hampshire,065245-1634,Echo Byers,New Hampshire,015-87-05,No
33,BARKING MAD CAFE,Montana,173337-7970,Fiona Downs,Montana,757-23-05,Yes
58,La Commune,Montana,273086-1339,Fiona Downs,Montana,757-23-05,No
59,La Fontaine de Belleville,Montana,035952-6936,Fiona Downs,Montana,757-23-05,Yes
241,CANOPY,Montana,993738-4536,Fiona Downs,Montana,757-23-05,Yes
1,TACO BAR,New Hampshire,417478-9703,Kasper Wade,New Hampshire,426-87-04,No
27,PARTY TIME LOUNGE,New Hampshire,513075-0960,Kasper Wade,New Hampshire,426-87-04,No
62,CUBA DE AYER,New Hampshire,746894-2946,Kasper Wade,New Hampshire,426-87-04,Yes
63,THE YO YO CAFE,New Hampshire,347113-2062,Kasper Wade,New Hampshire,426-87-04,No
64,En Vrac,New Hampshire,065245-1634,Kasper Wade,New Hampshire,426-87-04,Yes
39,COUNTRY BOY CLUB,Oklahoma,565494-6333,Dahlia Moore,Oklahoma,287-06-00,No
47,SAMANTHA'S,Oklahoma,065321-9717,Dahlia Moore,Oklahoma,287-06-00,Yes
70,Bar Hemingway,Oklahoma,573547-0154,Dahlia Moore,Oklahoma,287-06-00,No
80,NEWS EXPRESS,Oklahoma,615857-5438,Dahlia Moore,Oklahoma,287-06-00,Yes
165,OLNEY ALE HOUSE,Oklahoma,103007-8750,Dahlia Moore,Oklahoma,287-06-00,No
169,The Bloomsbury Club Bar,Oklahoma,032912-1156,Dahlia Moore,Oklahoma,287-06-00,Yes
1,TACO BAR,New Hampshire,417478-9703,Tatum Duke,New Hampshire,240-45-04,No
27,PARTY TIME LOUNGE,New Hampshire,513075-0960,Tatum Duke,New Hampshire,240-45-04,No
62,CUBA DE AYER,New Hampshire,746894-2946,Tatum Duke,New Hampshire,240-45-04,Yes
63,THE YO YO CAFE,New Hampshire,347113-2062,Tatum Duke,New Hampshire,240-45-04,Yes
64,En Vrac,New Hampshire,065245-1634,Tatum Duke,New Hampshire,240-45-04,No
132,JO'S BEER-WINE,Mississippi,422040-9934,Raja Marsh,Mississippi,054-12-09,Yes
197,The Camel Pub,Mississippi,987575-5317,Raja Marsh,Mississippi,054-12-09,No
199,The Duke Of Argyll,Mississippi,452548-3394,Raja Marsh,Mississippi,054-12-09,No
216,CARAVAN,Mississippi,034340-6674,Raja Marsh,Mississippi,054-12-09,Yes
233,CAVA RESTAURANT,Mississippi,727659-2461,Raja Marsh,Mississippi,054-12-09,Yes
163,MOBY DICK SEAFOOD,New Mexico,953947-6565,Blythe Snow,New Mexico,679-04-06,No
182,Blind Spot,New Mexico,065747-2833,Blythe Snow,New Mexico,679-04-06,No
200,RUANG KHAO THAI CUISINE,New Mexico,473565-3935,Blythe Snow,New Mexico,679-04-06,No
14,SENOR TEQUILA'S,Delaware,744864-1998,Chantale Burgess,Delaware,571-22-05,No
72,Chez Ammad,Delaware,195979-2548,Chantale Burgess,Delaware,571-22-05,Yes
94,ARIA BAR & GRILL,Delaware,705071-9785,Chantale Burgess,Delaware,571-22-05,No
166,PETERS CARRY OUT,Delaware,825935-7435,Chantale Burgess,Delaware,571-22-05,No
227,CUBANO'S,Delaware,284560-8641,Chantale Burgess,Delaware,571-22-05,No
238,THE QUARRY HOUSE TAVERN,Delaware,906351-1597,Chantale Burgess,Delaware,571-22-05,Yes
109,John Donne Pub,Indiana,575493-8545,Ezra Kirkland,Indiana,167-86-09,Yes
126,GOURMET PUB,Indiana,238323-5054,Ezra Kirkland,Indiana,167-86-09,No
218,IL PORTO,Indiana,657698-5615,Ezra Kirkland,Indiana,167-86-09,No
17,The Backbeat,Pennsylvania,845635-3971,Edan Snider,Pennsylvania,201-36-07,No
57,La Mezcaleria,Pennsylvania,059219-3288,Edan Snider,Pennsylvania,201-36-07,No
65,EL MARIACHI,Pennsylvania,107629-9856,Edan Snider,Pennsylvania,201-36-07,No
122,Tweed&Stout,Pennsylvania,443862-2740,Edan Snider,Pennsylvania,201-36-07,Yes
133,DAD'S BEER ,Pennsylvania,987820-7241,Edan Snider,Pennsylvania,201-36-07,Yes
231,OUTTA THE WAY CAFE,Pennsylvania,993879-6407,Edan Snider,Pennsylvania,201-36-07,No
235,MINERVA INDIAN CUISINE,Pennsylvania,636663-6196,Edan Snider,Pennsylvania,201-36-07,No
4,Blue Angel,Hawaii,802054-2166,Tad Briggs,Hawaii,696-11-07,No
204,BARREL & CROW,Hawaii,938023-9690,Tad Briggs,Hawaii,696-11-07,No
247,Daly's Wine Bar,Hawaii,686766-4572,Tad Briggs,Hawaii,696-11-07,No
137,Budvar,Maine,826130-4276,Eaton Barrera,Maine,860-55-07,No
168,The Rivoli Bar,Maine,726147-6027,Eaton Barrera,Maine,860-55-07,Yes
191,ARMAND'S PIZZERIA & GRILLE,Maine,506492-2536,Eaton Barrera,Maine,860-55-07,No
215,St. James Tavern,Maine,454665-2704,Eaton Barrera,Maine,860-55-07,Yes
219,Coconut Willie's Cocktail Lounge,Maine,103228-2632,Eaton Barrera,Maine,860-55-07,No
14,SENOR TEQUILA'S,Delaware,744864-1998,Madeson Mcclure,Delaware,274-46-07,No
72,Chez Ammad,Delaware,195979-2548,Madeson Mcclure,Delaware,274-46-07,Yes
94,ARIA BAR & GRILL,Delaware,705071-9785,Madeson Mcclure,Delaware,274-46-07,Yes
166,PETERS CARRY OUT,Delaware,825935-7435,Madeson Mcclure,Delaware,274-46-07,No
227,CUBANO'S,Delaware,284560-8641,Madeson Mcclure,Delaware,274-46-07,Yes
238,THE QUARRY HOUSE TAVERN,Delaware,906351-1597,Madeson Mcclure,Delaware,274-46-07,Yes
40,EL ANDARIEGO,Iowa,822937-5764,Hillary Bell,Iowa,834-66-03,No
50,Castor Club,Iowa,812147-3998,Hillary Bell,Iowa,834-66-03,No
81,Winil Wine Bar,Iowa,348656-7617,Hillary Bell,Iowa,834-66-03,Yes
108,N-EUROMART,Iowa,913546-5087,Hillary Bell,Iowa,834-66-03,No
142,Molly Gwynn's,Iowa,408783-4273,Hillary Bell,Iowa,834-66-03,Yes
159,Ye Olde Mitre,Iowa,379956-5316,Hillary Bell,Iowa,834-66-03,Yes
222,Gecko Grill,Iowa,446219-2628,Hillary Bell,Iowa,834-66-03,No
30,FINNEGAN'S WAKE IRISH PUB,Virginia,267320-6500,Kendall Barron,Virginia,594-49-02,No
144,STAINED GLASS PUB,Virginia,033215-5373,Kendall Barron,Virginia,594-49-02,Yes
190,The Wigmore,Virginia,785196-5934,Kendall Barron,Virginia,594-49-02,No
211,THELO GREEK GRILL,Virginia,577421-5163,Kendall Barron,Virginia,594-49-02,Yes
217,CLUB 175,Virginia,843001-5555,Kendall Barron,Virginia,594-49-02,No
36,PASSION FISH,California,994587-9188,Sopoline Alexander,California,326-10-05,Yes
46,Candelaria,California,645845-0472,Sopoline Alexander,California,326-10-05,Yes
185,CHEESESTEAK MIKE'S,California,214195-2529,Sopoline Alexander,California,326-10-05,No
98,Pivbar Kolomenskoye,Connecticut,365700-4523,Dalton Underwood,Connecticut,834-19-09,No
110,Mandy's Apothecary Irish Pub,Connecticut,036932-8331,Dalton Underwood,Connecticut,834-19-09,No
115,Cabana,Connecticut,012286-7948,Dalton Underwood,Connecticut,834-19-09,No
203,NEW VILLAGE RESTAURANT,Connecticut,034706-7472,Dalton Underwood,Connecticut,834-19-09,Yes
237,HUNAN NIGHT,Connecticut,619242-8172,Dalton Underwood,Connecticut,834-19-09,Yes
76,ADDISU GEBEYA,Kansas,659375-5835,Brooke Horn,Kansas,024-48-00,Yes
92,Belgian Pub BeerHouse,Kansas,416665-7371,Brooke Horn,Kansas,024-48-00,Yes
196,St. George's Tavern,Kansas,922270-1568,Brooke Horn,Kansas,024-48-00,No
234,THAI AT SILVER SPRING,Kansas,887258-6824,Brooke Horn,Kansas,024-48-00,No
43,Little Red Door,Rhode Island,837313-9248,Emma Goodwin,Rhode Island,415-79-09,No
73,Bisou,Rhode Island,152664-4651,Emma Goodwin,Rhode Island,415-79-09,Yes
95,B & B ,Rhode Island,567607-2878,Emma Goodwin,Rhode Island,415-79-09,No
23,KWIK BAR & GRILL,Wisconsin,343655-3428,Warren Harrison,Wisconsin,335-88-01,No
35,WORLD OF BEER,Wisconsin,749156-9476,Warren Harrison,Wisconsin,335-88-01,No
141,John Bull Pub,Wisconsin,936645-6904,Warren Harrison,Wisconsin,335-88-01,No
147,Humble Grape - Battersea,Wisconsin,289362-8384,Warren Harrison,Wisconsin,335-88-01,No
248,The Italian Job,Wisconsin,664654-3022,Warren Harrison,Wisconsin,335-88-01,No
11,BROOKVILLE EATERY,Georgia,405616-0742,Hayes Castro,Georgia,855-56-02,No
25,Britannia Arms,Georgia,033266-5462,Hayes Castro,Georgia,855-56-02,No
129,SAFEWAY,Georgia,076279-9393,Hayes Castro,Georgia,855-56-02,No
130,Anderdog,Georgia,426308-0014,Hayes Castro,Georgia,855-56-02,Yes
140,MAPLE BEER AND WINE,Georgia,624171-7682,Hayes Castro,Georgia,855-56-02,Yes
176,PETER'S GRILL,Georgia,567033-1627,Hayes Castro,Georgia,855-56-02,No
181,MIX BAR & GRILL,Georgia,167553-1543,Hayes Castro,Georgia,855-56-02,No
225,Hedley Club,Georgia,627764-8355,Hayes Castro,Georgia,855-56-02,No
90,Guns & Bears Pub,Louisiana,066604-4524,Marsden Short,Louisiana,589-31-01,No
105,The Lounge,Louisiana,557061-3801,Marsden Short,Louisiana,589-31-01,Yes
177,YEKTA KABOBI,Louisiana,018125-2537,Marsden Short,Louisiana,589-31-01,No
180,EL PATIO,Louisiana,266006-4748,Marsden Short,Louisiana,589-31-01,No
194,TOKYO SUSHI,Louisiana,963932-2784,Marsden Short,Louisiana,589-31-01,No
209,TEX'S PLACE,Louisiana,137395-0748,Marsden Short,Louisiana,589-31-01,No
240,BENIHANA OF TOKYO,Louisiana,746233-3159,Marsden Short,Louisiana,589-31-01,Yes
244,AMALFI RISTORANTE,Louisiana,128083-8887,Marsden Short,Louisiana,589-31-01,No
30,FINNEGAN'S WAKE IRISH PUB,Virginia,267320-6500,Duncan Walker,Virginia,796-83-05,No
144,STAINED GLASS PUB,Virginia,033215-5373,Duncan Walker,Virginia,796-83-05,Yes
190,The Wigmore,Virginia,785196-5934,Duncan Walker,Virginia,796-83-05,Yes
211,THELO GREEK GRILL,Virginia,577421-5163,Duncan Walker,Virginia,796-83-05,Yes
217,CLUB 175,Virginia,843001-5555,Duncan Walker,Virginia,796-83-05,Yes
125,SPRING BEER HOUSE,Nevada,556027-9498,Quamar Frank,Nevada,809-92-03,No
127,KINGSVIEW CLUB,Nevada,047272-1463,Quamar Frank,Nevada,809-92-03,No
128,Bruxelles,Nevada,935080-2824,Quamar Frank,Nevada,809-92-03,Yes
136,TAKOMA PARK PUB,Nevada,562552-4672,Quamar Frank,Nevada,809-92-03,No
160,BALDUCCI'S,Nevada,189932-3255,Quamar Frank,Nevada,809-92-03,Yes
208,SEOULFOOD DC,Nevada,328119-7933,Quamar Frank,Nevada,809-92-03,Yes
224,Giza Hookah Lounge,Nevada,309407-2687,Quamar Frank,Nevada,809-92-03,No
109,John Donne Pub,Indiana,575493-8545,Armand Park,Indiana,399-46-04,No
126,GOURMET PUB,Indiana,238323-5054,Armand Park,Indiana,399-46-04,Yes
218,IL PORTO,Indiana,657698-5615,Armand Park,Indiana,399-46-04,Yes
68,A.P. Stump's,Ohio,MA12347,Kenneth Gamble,Ohio,645-82-04,No
178,SIU'S ASIAN BISTRO,Ohio,647562-0404,Kenneth Gamble,Ohio,645-82-04,No
187,ATTMAN'S BAR & GRILL,Ohio,548813-2340,Kenneth Gamble,Ohio,645-82-04,No
221,The Ship and Whale,Ohio,986328-7539,Kenneth Gamble,Ohio,645-82-04,No
124,THE GREENE TURTLE-Az,Arizona,272426-2650,Kelly Wooten,Arizona,544-22-08,No
153,CANA BEER & WINE,Arizona,192695-6895,Kelly Wooten,Arizona,544-22-08,No
11,BROOKVILLE EATERY,Georgia,405616-0742,Pearl Callahan,Georgia,411-27-05,Yes
25,Britannia Arms,Georgia,033266-5462,Pearl Callahan,Georgia,411-27-05,Yes
129,SAFEWAY,Georgia,076279-9393,Pearl Callahan,Georgia,411-27-05,No
130,Anderdog,Georgia,426308-0014,Pearl Callahan,Georgia,411-27-05,No
140,MAPLE BEER AND WINE,Georgia,624171-7682,Pearl Callahan,Georgia,411-27-05,Yes
176,PETER'S GRILL,Georgia,567033-1627,Pearl Callahan,Georgia,411-27-05,Yes
181,MIX BAR & GRILL,Georgia,167553-1543,Pearl Callahan,Georgia,411-27-05,Yes
225,Hedley Club,Georgia,627764-8355,Pearl Callahan,Georgia,411-27-05,Yes
61,Combat,Vermont,163829-1896,Ebony Leonard,Vermont,503-06-06,Yes
69,La Fine Mousse,Vermont,234798-4284,Ebony Leonard,Vermont,503-06-06,Yes
99,Connolly Station,Vermont,638134-8991,Ebony Leonard,Vermont,503-06-06,Yes
114,Ulysses Pub,Vermont,603310-5963,Ebony Leonard,Vermont,503-06-06,Yes
179,Kings Stores,Vermont,905752-1115,Ebony Leonard,Vermont,503-06-06,No
242,LOS COBANOS RESTAURANT,Vermont,312938-5286,Ebony Leonard,Vermont,503-06-06,Yes
4,Blue Angel,Hawaii,802054-2166,Sarah Figueroa,Hawaii,775-53-03,No
204,BARREL & CROW,Hawaii,938023-9690,Sarah Figueroa,Hawaii,775-53-03,No
247,Daly's Wine Bar,Hawaii,686766-4572,Sarah Figueroa,Hawaii,775-53-03,Yes
23,KWIK BAR & GRILL,Wisconsin,343655-3428,Len Parks,Wisconsin,538-41-02,No
35,WORLD OF BEER,Wisconsin,749156-9476,Len Parks,Wisconsin,538-41-02,Yes
141,John Bull Pub,Wisconsin,936645-6904,Len Parks,Wisconsin,538-41-02,Yes
147,Humble Grape - Battersea,Wisconsin,289362-8384,Len Parks,Wisconsin,538-41-02,No
248,The Italian Job,Wisconsin,664654-3022,Len Parks,Wisconsin,538-41-02,Yes
11,BROOKVILLE EATERY,Georgia,405616-0742,Guy Lucas,Georgia,682-66-06,Yes
25,Britannia Arms,Georgia,033266-5462,Guy Lucas,Georgia,682-66-06,Yes
129,SAFEWAY,Georgia,076279-9393,Guy Lucas,Georgia,682-66-06,Yes
130,Anderdog,Georgia,426308-0014,Guy Lucas,Georgia,682-66-06,No
140,MAPLE BEER AND WINE,Georgia,624171-7682,Guy Lucas,Georgia,682-66-06,No
176,PETER'S GRILL,Georgia,567033-1627,Guy Lucas,Georgia,682-66-06,No
181,MIX BAR & GRILL,Georgia,167553-1543,Guy Lucas,Georgia,682-66-06,Yes
225,Hedley Club,Georgia,627764-8355,Guy Lucas,Georgia,682-66-06,Yes
23,KWIK BAR & GRILL,Wisconsin,343655-3428,Cedric Gaines,Wisconsin,698-12-01,Yes
35,WORLD OF BEER,Wisconsin,749156-9476,Cedric Gaines,Wisconsin,698-12-01,Yes
141,John Bull Pub,Wisconsin,936645-6904,Cedric Gaines,Wisconsin,698-12-01,Yes
147,Humble Grape - Battersea,Wisconsin,289362-8384,Cedric Gaines,Wisconsin,698-12-01,Yes
248,The Italian Job,Wisconsin,664654-3022,Cedric Gaines,Wisconsin,698-12-01,No
26,BOCA BOTANA'S,Utah,633641-0946,Buffy Byrd,Utah,827-96-05,No
29,KOREAN KORNER,Utah,252115-9828,Buffy Byrd,Utah,827-96-05,Yes
83,TASTE OF EUROPE,Utah,383254-4286,Buffy Byrd,Utah,827-96-05,No
112,MRS. K'S TOLL HOUSE,Utah,204463-2632,Buffy Byrd,Utah,827-96-05,No
193,THAI TASTE,Utah,393201-0154,Buffy Byrd,Utah,827-96-05,No
206,SASUNS,Utah,239755-5612,Buffy Byrd,Utah,827-96-05,Yes
109,John Donne Pub,Indiana,575493-8545,Allen Ruiz,Indiana,806-99-05,Yes
126,GOURMET PUB,Indiana,238323-5054,Allen Ruiz,Indiana,806-99-05,No
218,IL PORTO,Indiana,657698-5615,Allen Ruiz,Indiana,806-99-05,Yes
124,THE GREENE TURTLE-Az,Arizona,272426-2650,Ayanna Griffin,Arizona,294-94-06,Yes
153,CANA BEER & WINE,Arizona,192695-6895,Ayanna Griffin,Arizona,294-94-06,Yes
121,DULCINEA BAR & GRILL,South Dakota,155187-4140,Tamara Garrison,South Dakota,051-26-06,No
232,NORMANDIE FARM RESTAURANT,South Dakota,604511-6289,Tamara Garrison,South Dakota,051-26-06,Yes
249,TAIPEI TOKYO,South Dakota,147454-4051,Tamara Garrison,South Dakota,051-26-06,No
9,The B-Hive,Nebraska,159927-7181,Beverly Chandler,Nebraska,611-26-05,No
41,TWINBROOK BAR,Nebraska,792185-8796,Beverly Chandler,Nebraska,611-26-05,Yes
44,L’avant comptoir du marché,Nebraska,508969-5034,Beverly Chandler,Nebraska,611-26-05,Yes
53,Les Trois 8,Nebraska,066016-1696,Beverly Chandler,Nebraska,611-26-05,No
4,Blue Angel,Hawaii,802054-2166,Ursula Mcpherson,Hawaii,039-43-01,Yes
204,BARREL & CROW,Hawaii,938023-9690,Ursula Mcpherson,Hawaii,039-43-01,No
247,Daly's Wine Bar,Hawaii,686766-4572,Ursula Mcpherson,Hawaii,039-43-01,Yes
48,LOCK 72 KITCHEN & BAR,Wyoming,797572-9430,Catherine Fisher,Wyoming,734-87-07,Yes
100,Vermuteria,Wyoming,196332-2001,Catherine Fisher,Wyoming,734-87-07,Yes
113,ALL SET,Wyoming,604478-1638,Catherine Fisher,Wyoming,734-87-07,Yes
118,Lord John Russell Pub,Wyoming,804154-3375,Catherine Fisher,Wyoming,734-87-07,Yes
138,OLD TOWN POUR HOUSE,Wyoming,722716-4519,Catherine Fisher,Wyoming,734-87-07,Yes
173,PETER CHANG'S CHINA BISTRO,Wyoming,578989-6023,Catherine Fisher,Wyoming,734-87-07,No
33,BARKING MAD CAFE,Montana,173337-7970,Sophia Houston,Montana,888-34-03,No
58,La Commune,Montana,273086-1339,Sophia Houston,Montana,888-34-03,No
59,La Fontaine de Belleville,Montana,035952-6936,Sophia Houston,Montana,888-34-03,Yes
241,CANOPY,Montana,993738-4536,Sophia Houston,Montana,888-34-03,No
33,BARKING MAD CAFE,Montana,173337-7970,Russell Michael,Montana,200-50-02,Yes
58,La Commune,Montana,273086-1339,Russell Michael,Montana,200-50-02,No
59,La Fontaine de Belleville,Montana,035952-6936,Russell Michael,Montana,200-50-02,No
241,CANOPY,Montana,993738-4536,Russell Michael,Montana,200-50-02,No
184,Belowzero Ice Bar,Texas,679007-3636,Galvin Rojas,Texas,286-52-08,No
186,RED BOWL,Texas,707445-3676,Galvin Rojas,Texas,286-52-08,Yes
195,The Coral Room,Texas,336670-1716,Galvin Rojas,Texas,286-52-08,No
207,WATERSHED CAFE,Texas,668344-5222,Galvin Rojas,Texas,286-52-08,Yes
245,The Chandos Arms,Texas,072616-5319,Galvin Rojas,Texas,286-52-08,No
67,Moonshiner,Florida,807305-7500,Buckminster Suarez,Florida,267-85-05,Yes
74,Aux Folies,Florida,178856-0090,Buckminster Suarez,Florida,267-85-05,Yes
87,Neko,Florida,097147-8367,Buckminster Suarez,Florida,267-85-05,Yes
119,SHALOM STRICTLY KOSHER MEATS,Florida,077097-3972,Buckminster Suarez,Florida,267-85-05,Yes
158,SOUTHLAWN RESTAURANT,Florida,558375-0236,Buckminster Suarez,Florida,267-85-05,Yes
161,Artesian,Florida,023683-4925,Buckminster Suarez,Florida,267-85-05,No
228,BACCHUS OF LEBANON,Florida,397549-9173,Buckminster Suarez,Florida,267-85-05,Yes
246,Brass Monkey,Florida,704506-9023,Buckminster Suarez,Florida,267-85-05,No
124,THE GREENE TURTLE-Az,Arizona,272426-2650,Lars Hartman,Arizona,529-95-03,No
153,CANA BEER & WINE,Arizona,192695-6895,Lars Hartman,Arizona,529-95-03,No
30,FINNEGAN'S WAKE IRISH PUB,Virginia,267320-6500,Clarke Robinson,Virginia,187-08-00,Yes
144,STAINED GLASS PUB,Virginia,033215-5373,Clarke Robinson,Virginia,187-08-00,Yes
190,The Wigmore,Virginia,785196-5934,Clarke Robinson,Virginia,187-08-00,No
211,THELO GREEK GRILL,Virginia,577421-5163,Clarke Robinson,Virginia,187-08-00,Yes
217,CLUB 175,Virginia,843001-5555,Clarke Robinson,Virginia,187-08-00,Yes
40,EL ANDARIEGO,Iowa,822937-5764,Iona Snider,Iowa,434-24-08,Yes
50,Castor Club,Iowa,812147-3998,Iona Snider,Iowa,434-24-08,No
81,Winil Wine Bar,Iowa,348656-7617,Iona Snider,Iowa,434-24-08,No
108,N-EUROMART,Iowa,913546-5087,Iona Snider,Iowa,434-24-08,Yes
142,Molly Gwynn's,Iowa,408783-4273,Iona Snider,Iowa,434-24-08,No
159,Ye Olde Mitre,Iowa,379956-5316,Iona Snider,Iowa,434-24-08,Yes
222,Gecko Grill,Iowa,446219-2628,Iona Snider,Iowa,434-24-08,No
48,LOCK 72 KITCHEN & BAR,Wyoming,797572-9430,Xanthus Workman,Wyoming,762-74-05,No
100,Vermuteria,Wyoming,196332-2001,Xanthus Workman,Wyoming,762-74-05,No
113,ALL SET,Wyoming,604478-1638,Xanthus Workman,Wyoming,762-74-05,Yes
118,Lord John Russell Pub,Wyoming,804154-3375,Xanthus Workman,Wyoming,762-74-05,No
138,OLD TOWN POUR HOUSE,Wyoming,722716-4519,Xanthus Workman,Wyoming,762-74-05,Yes
173,PETER CHANG'S CHINA BISTRO,Wyoming,578989-6023,Xanthus Workman,Wyoming,762-74-05,No
1,TACO BAR,New Hampshire,417478-9703,Raya Glover,New Hampshire,359-18-03,No
27,PARTY TIME LOUNGE,New Hampshire,513075-0960,Raya Glover,New Hampshire,359-18-03,Yes
62,CUBA DE AYER,New Hampshire,746894-2946,Raya Glover,New Hampshire,359-18-03,Yes
63,THE YO YO CAFE,New Hampshire,347113-2062,Raya Glover,New Hampshire,359-18-03,Yes
64,En Vrac,New Hampshire,065245-1634,Raya Glover,New Hampshire,359-18-03,Yes
163,MOBY DICK SEAFOOD,New Mexico,953947-6565,Isadora Burgess,New Mexico,348-33-01,No
182,Blind Spot,New Mexico,065747-2833,Isadora Burgess,New Mexico,348-33-01,No
200,RUANG KHAO THAI CUISINE,New Mexico,473565-3935,Isadora Burgess,New Mexico,348-33-01,Yes
76,ADDISU GEBEYA,Kansas,659375-5835,Sarah Zimmerman,Kansas,275-86-08,No
92,Belgian Pub BeerHouse,Kansas,416665-7371,Sarah Zimmerman,Kansas,275-86-08,Yes
196,St. George's Tavern,Kansas,922270-1568,Sarah Zimmerman,Kansas,275-86-08,Yes
234,THAI AT SILVER SPRING,Kansas,887258-6824,Sarah Zimmerman,Kansas,275-86-08,No
40,EL ANDARIEGO,Iowa,822937-5764,Clayton Combs,Iowa,206-27-09,No
50,Castor Club,Iowa,812147-3998,Clayton Combs,Iowa,206-27-09,No
81,Winil Wine Bar,Iowa,348656-7617,Clayton Combs,Iowa,206-27-09,No
108,N-EUROMART,Iowa,913546-5087,Clayton Combs,Iowa,206-27-09,Yes
142,Molly Gwynn's,Iowa,408783-4273,Clayton Combs,Iowa,206-27-09,No
159,Ye Olde Mitre,Iowa,379956-5316,Clayton Combs,Iowa,206-27-09,Yes
222,Gecko Grill,Iowa,446219-2628,Clayton Combs,Iowa,206-27-09,No
26,BOCA BOTANA'S,Utah,633641-0946,Yardley Lawson,Utah,079-89-02,No
29,KOREAN KORNER,Utah,252115-9828,Yardley Lawson,Utah,079-89-02,No
83,TASTE OF EUROPE,Utah,383254-4286,Yardley Lawson,Utah,079-89-02,No
112,MRS. K'S TOLL HOUSE,Utah,204463-2632,Yardley Lawson,Utah,079-89-02,No
193,THAI TASTE,Utah,393201-0154,Yardley Lawson,Utah,079-89-02,No
206,SASUNS,Utah,239755-5612,Yardley Lawson,Utah,079-89-02,No
36,PASSION FISH,California,994587-9188,Edward Delgado,California,382-05-01,No
46,Candelaria,California,645845-0472,Edward Delgado,California,382-05-01,Yes
185,CHEESESTEAK MIKE'S,California,214195-2529,Edward Delgado,California,382-05-01,Yes
184,Belowzero Ice Bar,Texas,679007-3636,Abbot Rivers,Texas,860-09-01,No
186,RED BOWL,Texas,707445-3676,Abbot Rivers,Texas,860-09-01,No
195,The Coral Room,Texas,336670-1716,Abbot Rivers,Texas,860-09-01,No
207,WATERSHED CAFE,Texas,668344-5222,Abbot Rivers,Texas,860-09-01,Yes
245,The Chandos Arms,Texas,072616-5319,Abbot Rivers,Texas,860-09-01,No
11,BROOKVILLE EATERY,Georgia,405616-0742,Idola Barnes,Georgia,409-03-09,No
25,Britannia Arms,Georgia,033266-5462,Idola Barnes,Georgia,409-03-09,No
129,SAFEWAY,Georgia,076279-9393,Idola Barnes,Georgia,409-03-09,No
130,Anderdog,Georgia,426308-0014,Idola Barnes,Georgia,409-03-09,Yes
140,MAPLE BEER AND WINE,Georgia,624171-7682,Idola Barnes,Georgia,409-03-09,Yes
176,PETER'S GRILL,Georgia,567033-1627,Idola Barnes,Georgia,409-03-09,No
181,MIX BAR & GRILL,Georgia,167553-1543,Idola Barnes,Georgia,409-03-09,Yes
225,Hedley Club,Georgia,627764-8355,Idola Barnes,Georgia,409-03-09,Yes
