BillID,Time,Date,SSN,License
3799,2:12:01,2018-11-30,417-06-00,564383-9375
3800,4:38:08,2017-04-05,503-68-04,837313-9248
3801,13:45:37,2015-08-25,491-26-06,837313-9248
3802,20:02:44,2018-10-31,433-05-04,837313-9248
3803,17:50:34,2017-03-20,227-69-05,837313-9248
3804,3:02:55,2017-10-25,417-81-02,837313-9248
3805,21:34:13,2017-03-27,503-38-06,837313-9248
3806,13:00:34,2017-10-02,227-90-03,837313-9248
3807,2:43:58,2017-06-02,433-05-04,837313-9248
3808,3:21:47,2017-09-22,758-29-05,837313-9248
3809,12:51:38,2015-07-15,853-94-01,837313-9248
3810,18:11:20,2017-12-18,862-69-08,837313-9248
3811,14:14:22,2015-09-25,384-35-00,837313-9248
3812,6:29:21,2018-02-21,878-25-04,837313-9248
3813,4:39:02,2017-02-08,607-75-06,837313-9248
3814,13:58:43,2016-09-01,616-79-00,837313-9248
3815,9:43:45,2017-09-27,645-07-02,837313-9248
3816,17:44:07,2018-12-27,039-92-08,837313-9248
3817,15:52:19,2018-06-26,758-29-05,837313-9248
3818,5:09:13,2015-06-25,227-69-05,837313-9248
3819,10:53:58,2015-06-11,595-47-08,837313-9248
3820,7:18:02,2017-04-25,648-38-00,837313-9248
3821,16:49:15,2017-03-30,568-15-08,837313-9248
3822,3:13:50,2015-08-14,595-47-08,837313-9248
3823,12:04:38,2015-02-02,648-38-00,837313-9248
3824,3:41:17,2017-09-29,058-18-06,837313-9248
3825,10:21:24,2016-04-08,491-26-06,837313-9248
3826,4:00:31,2018-09-13,384-35-00,837313-9248
3827,19:29:17,2015-07-22,744-71-06,837313-9248
3828,13:45:33,2015-10-09,227-90-03,837313-9248
3829,19:09:31,2018-06-12,261-51-09,837313-9248
3830,17:03:25,2017-05-12,447-35-02,837313-9248
3831,6:38:35,2016-10-03,384-35-00,837313-9248
3832,6:36:09,2017-01-23,268-42-08,837313-9248
3833,10:47:22,2015-03-18,227-69-05,837313-9248
3834,3:21:27,2018-01-09,137-15-03,837313-9248
3835,4:48:49,2017-12-28,671-34-08,837313-9248
3836,5:40:37,2017-09-06,568-15-08,837313-9248
3837,16:03:35,2016-10-14,595-47-08,837313-9248
3838,6:31:59,2017-03-24,897-90-07,837313-9248
3839,21:42:50,2016-05-23,491-26-06,837313-9248
3840,16:41:34,2015-02-03,447-35-02,837313-9248
3841,21:10:59,2016-08-19,607-75-06,837313-9248
3842,11:09:36,2015-09-04,058-18-06,837313-9248
3843,9:44:06,2015-12-31,616-79-00,837313-9248
3844,8:09:11,2016-06-17,227-69-05,837313-9248
3845,11:32:22,2016-11-29,227-69-05,837313-9248
3846,21:21:54,2015-06-24,878-25-04,837313-9248
3847,10:38:42,2018-02-22,417-81-02,837313-9248
3848,15:18:55,2017-09-11,227-69-05,837313-9248
3849,11:46:02,2018-10-05,853-94-01,837313-9248
3850,5:37:19,2017-10-19,777-07-01,837313-9248
3851,5:38:53,2018-07-27,141-92-08,837313-9248
3852,18:21:15,2018-08-28,503-38-06,837313-9248
3853,16:12:00,2017-09-13,554-59-05,837313-9248
3854,17:11:10,2015-11-06,616-79-00,837313-9248
3855,14:20:43,2016-08-23,897-90-07,837313-9248
3856,17:20:14,2018-09-03,777-07-01,837313-9248
3857,17:53:56,2015-08-27,878-25-04,837313-9248
3858,18:27:03,2015-08-20,242-39-04,837313-9248
3859,5:21:15,2018-01-23,758-29-05,837313-9248
3860,3:21:08,2015-10-09,519-76-06,837313-9248
3861,15:53:47,2015-04-02,452-14-01,837313-9248
3862,7:49:28,2017-10-31,447-35-02,837313-9248
3863,11:29:01,2017-11-10,595-47-08,837313-9248
3864,19:58:55,2016-09-27,227-90-03,837313-9248
3865,11:43:41,2017-04-21,758-29-05,837313-9248
3866,16:13:34,2018-12-03,227-90-03,837313-9248
3867,19:26:04,2018-01-25,554-59-05,837313-9248
3868,3:36:39,2017-04-14,491-26-06,837313-9248
3869,10:31:46,2016-10-19,503-38-06,837313-9248
3870,4:48:09,2015-05-28,853-94-01,837313-9248
3871,14:17:03,2016-09-09,897-90-07,837313-9248
3872,9:44:33,2015-11-10,744-71-06,837313-9248
3873,20:39:18,2018-04-02,039-92-08,837313-9248
3874,4:04:05,2018-07-30,758-29-05,837313-9248
3875,16:06:35,2015-03-26,777-07-01,837313-9248
3876,4:12:21,2016-05-27,862-69-08,837313-9248
3877,8:58:17,2018-08-27,777-07-01,837313-9248
3878,4:32:11,2015-08-07,616-79-00,837313-9248
3879,21:33:08,2015-04-16,433-05-04,837313-9248
3880,13:30:33,2016-08-15,671-34-08,837313-9248
3881,11:12:53,2015-11-24,744-71-06,837313-9248
3882,3:35:57,2018-09-12,133-47-02,837313-9248
3883,12:24:08,2018-06-21,648-38-00,837313-9248
3884,17:09:53,2016-11-02,554-59-05,837313-9248
3885,4:15:43,2017-10-03,519-76-06,837313-9248
3886,5:03:59,2016-05-31,242-39-04,837313-9248
3887,20:53:46,2017-10-16,886-85-04,837313-9248
3888,7:28:36,2016-02-01,777-07-01,837313-9248
3889,7:00:00,2017-07-27,503-38-06,837313-9248
3890,20:44:29,2018-11-16,814-41-04,837313-9248
3891,6:38:30,2018-05-11,433-05-04,837313-9248
3892,2:35:45,2016-01-06,814-41-04,837313-9248
3893,7:34:10,2017-03-13,321-27-03,508969-5034
3894,7:11:13,2015-01-22,047-33-05,508969-5034
3895,9:09:35,2018-06-29,461-15-06,508969-5034
3896,12:56:34,2018-04-16,765-83-00,508969-5034
3897,13:40:21,2017-11-22,564-07-07,508969-5034
3898,9:54:40,2017-10-13,334-71-03,508969-5034
3899,17:13:30,2015-07-17,290-36-04,508969-5034
3900,17:12:55,2018-12-25,611-26-05,508969-5034
3901,5:28:27,2016-12-08,486-10-08,508969-5034
3902,6:06:56,2015-07-31,654-77-03,508969-5034
3903,8:10:59,2018-01-05,380-67-07,508969-5034
3904,18:58:58,2018-01-05,249-60-01,508969-5034
3905,14:19:34,2016-09-27,156-72-07,508969-5034
3906,17:27:23,2018-09-19,296-66-05,508969-5034
3907,9:04:59,2018-11-05,164-91-07,508969-5034
3908,13:44:09,2018-11-02,380-67-07,508969-5034
3909,8:43:24,2017-08-08,292-94-02,508969-5034
3910,12:39:35,2015-09-09,284-85-06,508969-5034
3911,18:23:06,2018-10-08,293-62-00,508969-5034
3912,13:01:30,2015-07-30,645-02-02,508969-5034
3913,16:11:02,2017-02-13,156-72-07,508969-5034
3914,12:50:05,2016-04-19,295-81-02,508969-5034
3915,18:30:03,2017-12-22,872-11-05,508969-5034
3916,15:52:35,2018-01-29,334-71-03,508969-5034
3917,9:20:24,2015-05-29,481-48-07,508969-5034
3918,13:49:47,2017-07-14,291-26-09,508969-5034
3919,8:35:58,2017-11-29,600-78-07,508969-5034
3920,11:28:09,2017-02-09,539-44-06,508969-5034
3921,5:28:31,2017-07-17,555-35-00,508969-5034
3922,12:10:47,2015-01-08,447-89-08,508969-5034
3923,15:21:18,2017-11-23,495-11-08,508969-5034
3924,18:07:07,2016-06-15,380-67-07,508969-5034
3925,15:24:25,2016-08-16,567-59-08,508969-5034
3926,13:01:35,2016-04-28,852-11-05,508969-5034
3927,7:37:39,2018-04-03,245-29-00,508969-5034
3928,17:37:00,2016-01-01,295-81-02,508969-5034
3929,17:23:39,2018-01-29,611-26-05,508969-5034
3930,15:06:18,2015-03-26,042-64-06,508969-5034
3931,11:43:55,2018-05-25,414-26-05,508969-5034
3932,15:45:22,2016-04-14,771-57-09,508969-5034
3933,9:14:48,2018-06-06,099-48-02,508969-5034
3934,12:11:49,2016-03-28,555-35-00,508969-5034
3935,11:38:52,2017-02-27,255-25-06,508969-5034
3936,14:53:31,2015-10-22,525-72-02,508969-5034
3937,12:29:44,2017-06-21,169-11-00,508969-5034
3938,15:49:51,2018-09-05,783-99-06,508969-5034
3939,13:43:17,2017-09-08,742-52-01,508969-5034
3940,14:06:55,2015-04-06,115-54-00,508969-5034
3941,7:08:31,2018-10-24,480-81-00,508969-5034
3942,12:20:24,2017-10-27,295-81-02,508969-5034
3943,6:04:13,2018-07-17,249-60-01,508969-5034
3944,10:00:49,2016-12-21,550-60-06,508969-5034
3945,12:37:49,2018-11-21,364-48-03,508969-5034
3946,9:02:59,2015-03-04,589-69-01,508969-5034
3947,10:53:06,2016-11-16,711-02-09,508969-5034
3948,11:27:28,2017-02-27,555-35-00,508969-5034
3949,18:38:24,2016-07-13,173-80-08,508969-5034
3950,14:46:17,2016-11-25,771-57-09,508969-5034
3951,14:08:50,2016-10-26,735-62-06,508969-5034
3952,9:06:45,2018-04-12,293-62-00,508969-5034
3953,18:36:25,2017-09-22,762-92-04,508969-5034
3954,15:52:23,2016-07-11,539-44-06,508969-5034
3955,18:58:27,2018-03-01,307-19-03,508969-5034
3956,17:57:40,2015-03-03,202-31-06,508969-5034
3957,12:53:49,2018-11-15,334-71-03,508969-5034
3958,15:24:45,2015-01-02,364-48-03,508969-5034
3959,17:06:50,2015-08-13,530-71-02,508969-5034
3960,15:10:52,2017-02-03,448-73-01,508969-5034
3961,15:30:29,2017-08-09,557-14-05,508969-5034
3962,9:10:43,2016-07-27,624-54-08,508969-5034
3963,11:59:32,2015-05-12,801-10-02,508969-5034
3964,9:55:56,2017-04-25,843-67-09,508969-5034
3965,16:04:38,2016-09-14,290-36-04,508969-5034
3966,17:44:06,2017-03-20,202-31-06,508969-5034
3967,17:30:05,2017-06-14,872-11-05,508969-5034
3968,16:11:37,2017-06-06,449-43-02,508969-5034
3969,16:17:35,2018-07-02,260-96-00,508969-5034
3970,10:19:07,2015-08-10,481-48-07,508969-5034
3971,16:13:09,2017-02-16,673-38-07,508969-5034
3972,15:03:24,2016-11-24,550-60-06,508969-5034
3973,15:35:25,2016-09-27,495-08-03,508969-5034
3974,8:31:41,2018-12-13,805-55-06,508969-5034
3975,16:29:10,2016-02-19,673-38-07,508969-5034
3976,17:11:28,2017-02-14,243-02-09,508969-5034
3977,11:52:25,2015-12-01,852-11-05,508969-5034
3978,9:22:14,2015-08-19,479-69-03,508969-5034
3979,8:47:36,2015-11-23,255-25-06,508969-5034
3980,16:03:20,2015-07-13,010-73-02,508969-5034
3981,18:22:42,2016-04-05,207-51-08,508969-5034
3982,18:36:03,2016-08-10,895-64-02,508969-5034
3983,12:38:24,2017-05-26,557-14-05,508969-5034
3984,18:15:34,2017-07-26,555-71-04,508969-5034
3985,17:17:27,2018-03-05,805-55-06,508969-5034
3986,9:23:55,2017-02-16,495-11-08,508969-5034
3987,8:44:35,2015-12-03,499-29-05,508969-5034
3988,10:33:56,2018-10-05,447-89-08,508969-5034
3989,18:21:04,2018-08-10,762-92-04,508969-5034
3990,15:12:12,2018-02-16,600-78-07,508969-5034
3991,6:39:51,2016-10-04,110-05-08,436611-7341
3992,7:41:25,2016-10-14,345-03-02,436611-7341
3993,16:26:18,2015-08-21,800-27-09,436611-7341
3994,4:36:15,2018-04-24,165-84-03,436611-7341
3995,8:14:57,2016-03-16,202-38-03,436611-7341
3996,16:39:06,2018-01-31,387-62-03,436611-7341
3997,17:12:37,2018-06-18,622-96-02,436611-7341
3998,9:09:34,2015-12-28,170-87-05,436611-7341
3999,16:38:02,2017-09-07,029-10-07,436611-7341
4000,12:13:02,2016-05-31,350-72-01,436611-7341
4001,16:56:21,2016-02-08,724-36-02,436611-7341
4002,16:55:03,2017-01-19,143-89-03,436611-7341
4003,6:14:16,2015-06-08,467-18-05,436611-7341
4004,14:16:09,2017-07-05,769-06-07,436611-7341
4005,16:42:10,2016-12-01,713-94-06,436611-7341
4006,5:38:21,2015-04-13,843-33-04,436611-7341
4007,13:13:28,2015-07-28,593-82-00,436611-7341
4008,17:44:00,2015-05-20,091-68-02,436611-7341
4009,17:45:03,2018-01-23,708-99-09,436611-7341
4010,7:09:58,2018-07-12,634-47-04,436611-7341
4011,15:55:22,2018-03-23,118-57-00,436611-7341
4012,18:19:16,2016-12-05,301-23-02,436611-7341
4013,7:44:28,2016-11-01,507-82-05,436611-7341
4014,17:04:35,2016-09-08,345-03-02,436611-7341
4015,10:16:46,2018-05-31,703-49-05,436611-7341
4016,4:34:43,2018-02-13,750-39-05,436611-7341
4017,6:25:29,2018-10-29,713-94-06,436611-7341
4018,11:42:09,2015-08-07,542-24-04,436611-7341
4019,13:58:07,2017-06-30,817-61-00,436611-7341
4020,18:14:29,2015-12-24,237-01-03,436611-7341
4021,12:28:59,2016-12-19,297-22-05,436611-7341
4022,18:47:36,2015-05-15,724-36-02,436611-7341
4023,5:33:26,2016-12-15,037-43-06,436611-7341
4024,9:32:08,2015-07-02,708-99-09,436611-7341
4025,11:06:10,2017-06-07,711-20-03,436611-7341
4026,17:00:01,2015-08-26,267-11-09,436611-7341
4027,11:26:14,2018-01-04,817-61-00,436611-7341
4028,11:27:48,2016-10-26,276-54-00,436611-7341
4029,16:53:42,2015-10-20,708-99-09,436611-7341
4030,10:30:20,2016-11-15,843-33-04,436611-7341
4031,18:55:35,2015-12-23,027-19-09,436611-7341
4032,18:22:59,2017-08-07,504-70-01,436611-7341
4033,7:04:03,2017-06-12,677-77-01,436611-7341
4034,17:26:16,2015-10-08,777-09-08,436611-7341
4035,11:06:38,2015-04-24,778-45-01,436611-7341
4036,4:33:22,2018-03-13,615-25-06,436611-7341
4037,15:44:46,2015-12-18,148-04-02,436611-7341
4038,13:59:30,2015-07-03,538-38-00,436611-7341
4039,6:37:36,2016-11-25,350-72-01,436611-7341
4040,16:11:05,2016-11-23,488-87-04,436611-7341
4041,6:09:02,2015-05-21,713-94-06,436611-7341
4042,18:38:15,2018-12-12,778-45-01,436611-7341
4043,13:31:15,2018-03-26,777-09-08,436611-7341
4044,18:55:47,2016-11-09,573-73-07,436611-7341
4045,16:52:15,2016-08-02,820-52-06,436611-7341
4046,5:05:35,2017-02-23,680-74-09,436611-7341
4047,14:56:01,2016-04-22,742-99-01,436611-7341
4048,13:43:57,2015-01-28,585-75-06,436611-7341
4049,9:19:02,2016-12-29,037-43-06,436611-7341
4050,12:06:35,2016-02-09,170-87-05,436611-7341
4051,13:25:00,2016-03-24,143-33-08,436611-7341
4052,5:31:05,2015-04-27,539-24-04,436611-7341
4053,15:24:49,2017-08-31,073-19-08,436611-7341
4054,4:09:59,2015-03-12,504-70-01,436611-7341
4055,9:53:50,2017-04-28,306-02-05,436611-7341
4056,9:08:34,2018-07-02,515-93-00,436611-7341
4057,9:30:23,2016-02-02,769-06-07,436611-7341
4058,9:49:19,2018-04-20,267-11-09,436611-7341
4059,10:07:53,2016-05-10,488-87-04,436611-7341
4060,4:49:23,2018-04-05,778-45-01,436611-7341
4061,9:48:16,2017-02-21,573-73-07,436611-7341
4062,12:57:46,2016-04-21,708-99-09,436611-7341
4063,18:20:54,2016-06-17,430-99-02,436611-7341
4064,8:56:45,2016-03-09,778-45-01,436611-7341
4065,4:33:55,2017-05-24,800-27-09,436611-7341
4066,16:08:10,2017-02-07,721-36-08,436611-7341
4067,9:01:31,2015-12-04,331-25-09,436611-7341
4068,4:36:26,2016-08-10,467-18-05,436611-7341
4069,8:22:35,2018-07-23,882-07-01,436611-7341
4070,8:11:00,2018-06-07,306-02-05,436611-7341
4071,11:18:47,2016-07-25,008-12-09,436611-7341
4072,16:11:35,2015-08-25,712-54-07,436611-7341
4073,9:03:50,2017-08-30,593-82-00,436611-7341
4074,15:21:25,2015-01-07,838-01-06,436611-7341
4075,9:40:24,2016-02-17,607-04-06,436611-7341
4076,17:40:15,2018-05-16,898-33-00,436611-7341
4077,15:06:27,2018-12-19,872-95-10,436611-7341
4078,4:09:21,2015-10-08,898-33-00,436611-7341
4079,11:45:21,2015-04-07,712-54-07,436611-7341
4080,16:38:31,2018-06-21,887-39-05,436611-7341
4081,13:37:30,2018-11-05,137-61-07,436611-7341
4082,7:21:19,2015-01-27,712-54-07,436611-7341
4083,13:22:21,2016-01-27,536-68-02,436611-7341
4084,15:41:54,2015-03-11,301-23-02,436611-7341
4085,7:23:11,2016-05-06,131-37-04,645845-0472
4086,11:36:44,2016-02-18,372-12-06,645845-0472
4087,10:44:42,2016-01-07,300-31-01,645845-0472
4088,5:45:03,2018-11-27,195-24-01,645845-0472
4089,17:46:10,2017-01-11,454-71-03,645845-0472
4090,16:20:48,2017-08-28,245-93-00,645845-0472
4091,12:51:10,2018-08-22,401-20-08,645845-0472
4092,3:07:48,2016-07-14,673-08-00,645845-0472
4093,7:40:52,2015-11-23,359-94-07,645845-0472
4094,9:23:22,2018-01-10,493-65-09,645845-0472
4095,17:14:54,2016-12-21,654-03-02,645845-0472
4096,8:31:42,2017-08-07,470-41-00,645845-0472
4097,8:27:40,2016-03-30,540-51-09,645845-0472
4098,18:53:38,2018-05-21,449-91-01,645845-0472
4099,8:04:17,2016-07-12,470-41-00,645845-0472
4100,14:44:17,2018-07-05,671-20-05,645845-0472
4101,6:56:40,2015-02-16,806-15-06,645845-0472
4102,9:58:23,2015-06-30,771-28-05,645845-0472
4103,10:28:06,2015-06-30,398-73-08,645845-0472
4104,13:46:53,2016-03-14,527-09-07,645845-0472
4105,10:44:43,2017-02-14,793-50-09,645845-0472
4106,8:20:09,2017-06-13,558-67-02,645845-0472
4107,15:53:35,2018-03-07,303-97-00,645845-0472
4108,9:12:08,2018-06-11,245-93-00,645845-0472
4109,6:58:40,2015-09-28,195-24-01,645845-0472
4110,16:57:44,2016-11-21,579-62-06,645845-0472
4111,14:12:35,2016-04-15,261-38-03,645845-0472
4112,11:44:33,2018-11-08,779-39-06,645845-0472
4113,6:57:23,2016-04-01,689-86-01,645845-0472
4114,5:39:28,2017-04-13,763-63-02,645845-0472
4115,8:43:57,2015-10-21,321-66-08,645845-0472
4116,12:17:11,2016-06-23,372-12-06,645845-0472
4117,16:51:52,2017-03-31,096-20-02,645845-0472
4118,4:29:22,2018-12-19,401-44-05,645845-0472
4119,11:52:33,2017-08-30,406-27-03,645845-0472
4120,5:55:00,2015-04-07,861-42-00,645845-0472
4121,3:52:43,2016-01-20,527-09-07,645845-0472
4122,7:43:52,2017-10-26,606-95-05,645845-0472
4123,5:02:00,2015-09-29,540-51-09,645845-0472
4124,17:27:18,2018-01-19,305-98-01,645845-0472
4125,10:38:49,2017-07-19,579-62-06,645845-0472
4126,5:05:13,2015-10-29,467-14-09,645845-0472
4127,10:44:40,2015-12-25,849-33-06,645845-0472
4128,8:48:48,2016-12-08,467-14-09,645845-0472
4129,6:29:58,2017-04-13,858-49-07,645845-0472
4130,18:30:31,2016-02-10,164-53-09,645845-0472
4131,8:48:33,2017-04-05,793-50-09,645845-0472
4132,13:42:04,2016-12-06,858-49-07,645845-0472
4133,12:04:49,2017-05-16,105-53-08,645845-0472
4134,3:54:06,2018-05-07,345-41-01,645845-0472
4135,16:06:02,2018-04-05,793-50-09,645845-0472
4136,18:30:25,2017-06-29,569-05-00,645845-0472
4137,14:28:29,2015-06-11,067-10-01,645845-0472
4138,13:05:21,2018-01-29,108-05-08,645845-0472
4139,3:09:25,2015-03-16,493-65-09,645845-0472
4140,18:02:38,2016-05-17,113-20-07,645845-0472
4141,8:10:33,2016-02-29,105-53-08,645845-0472
4142,10:48:24,2016-03-30,234-29-06,645845-0472
4143,13:25:36,2017-01-19,756-82-04,645845-0472
4144,5:02:11,2015-10-21,305-98-01,645845-0472
4145,11:03:47,2016-09-07,215-59-07,645845-0472
4146,13:42:22,2018-04-10,341-56-00,645845-0472
4147,18:28:20,2016-11-23,559-32-07,645845-0472
4148,3:01:36,2017-05-11,315-73-00,645845-0472
4149,4:02:40,2015-12-11,616-92-03,645845-0472
4150,12:55:05,2017-06-29,326-10-05,645845-0472
4151,6:16:18,2016-04-20,108-05-08,645845-0472
4152,4:54:51,2018-12-18,164-53-09,645845-0472
4153,17:51:12,2015-04-09,372-12-06,645845-0472
4154,18:54:45,2017-08-14,321-66-08,645845-0472
4155,17:11:11,2016-08-31,846-68-06,645845-0472
4156,10:53:45,2017-06-29,849-26-07,645845-0472
4157,14:43:07,2018-10-02,192-42-03,645845-0472
4158,9:37:26,2016-05-03,746-51-09,645845-0472
4159,16:46:48,2016-06-14,843-95-08,645845-0472
4160,11:01:39,2015-12-01,746-85-09,645845-0472
4161,6:36:44,2017-11-16,793-50-09,645845-0472
4162,14:42:22,2016-02-23,341-56-00,645845-0472
4163,6:29:51,2015-08-27,438-72-01,645845-0472
4164,5:36:49,2016-04-15,470-41-00,645845-0472
4165,10:10:12,2017-03-24,370-03-01,645845-0472
4166,12:14:21,2018-11-08,321-87-05,645845-0472
4167,9:21:03,2018-06-11,446-57-06,645845-0472
4168,9:22:12,2018-08-30,090-02-00,645845-0472
4169,3:02:16,2015-01-14,425-85-00,645845-0472
4170,5:18:49,2016-02-03,858-49-07,645845-0472
4171,18:41:32,2018-02-28,425-85-00,645845-0472
4172,14:01:52,2018-01-05,721-65-00,645845-0472
4173,5:34:03,2015-01-12,858-49-07,645845-0472
4174,8:03:57,2018-10-05,756-82-04,645845-0472
4175,11:40:28,2015-12-21,845-16-03,645845-0472
4176,5:12:13,2017-04-18,372-12-06,645845-0472
4177,3:59:47,2015-06-30,090-02-00,645845-0472
4178,9:27:59,2018-08-23,756-82-04,645845-0472
4179,7:49:39,2015-12-10,454-71-03,645845-0472
4180,17:31:59,2017-04-20,831-47-07,645845-0472
4181,9:55:39,2017-09-25,438-72-01,645845-0472
4182,18:08:05,2017-07-26,305-98-01,645845-0472
4183,9:29:38,2018-05-07,609-02-04,645845-0472
4184,6:41:16,2017-02-20,609-02-04,645845-0472
4185,7:00:06,2017-04-12,400-85-08,065321-9717
4186,6:56:58,2018-08-08,355-83-02,065321-9717
4187,7:41:39,2017-05-22,672-44-05,065321-9717
4188,11:37:08,2018-04-12,504-44-01,065321-9717
4189,12:15:58,2015-04-13,702-79-08,065321-9717
4190,7:07:31,2018-02-21,296-81-05,065321-9717
4191,12:42:10,2015-08-10,071-16-00,065321-9717
4192,6:49:54,2018-08-30,347-61-07,065321-9717
4193,5:38:37,2018-01-09,353-99-08,065321-9717
4194,14:36:19,2017-04-05,586-59-02,065321-9717
4195,14:32:59,2018-01-31,644-80-08,065321-9717
4196,17:07:36,2017-05-18,414-24-04,065321-9717
4197,16:05:08,2017-08-29,618-18-04,065321-9717
4198,9:15:48,2015-10-29,106-67-03,065321-9717
4199,6:03:45,2017-09-15,253-79-07,065321-9717
4200,15:41:40,2017-09-28,851-90-07,065321-9717
4201,6:31:24,2016-09-06,497-48-04,065321-9717
4202,12:26:32,2017-09-28,656-83-08,065321-9717
4203,6:02:05,2018-03-30,436-71-05,065321-9717
4204,8:07:10,2017-03-23,007-29-02,065321-9717
4205,15:46:15,2016-06-23,184-72-06,065321-9717
4206,12:16:48,2017-08-18,504-44-01,065321-9717
4207,11:45:51,2018-02-16,169-28-03,065321-9717
4208,14:04:51,2016-05-04,495-54-03,065321-9717
4209,7:30:38,2015-12-17,581-49-06,065321-9717
4210,10:30:55,2016-06-29,067-24-02,065321-9717
4211,14:44:42,2018-10-12,406-59-02,065321-9717
4212,8:39:07,2018-04-24,519-06-08,065321-9717
4213,8:16:16,2016-11-29,706-73-02,065321-9717
4214,13:24:53,2016-01-14,791-04-06,065321-9717
4215,6:41:46,2016-11-11,106-67-03,065321-9717
4216,6:16:53,2017-08-29,401-36-09,065321-9717
4217,14:05:22,2016-08-17,164-90-02,065321-9717
4218,10:47:41,2015-06-30,353-99-08,065321-9717
4219,5:14:07,2016-02-12,605-67-08,065321-9717
4220,17:59:26,2016-04-12,164-90-02,065321-9717
4221,13:33:58,2018-09-27,525-16-06,065321-9717
4222,7:09:40,2016-08-22,303-85-07,065321-9717
4223,10:44:01,2017-03-08,801-22-04,065321-9717
4224,11:39:20,2018-07-03,596-02-04,065321-9717
4225,16:39:30,2017-03-30,067-24-02,065321-9717
4226,7:26:15,2017-06-20,586-59-02,065321-9717
4227,13:18:12,2015-02-26,361-54-03,065321-9717
4228,6:40:27,2016-11-14,709-97-01,065321-9717
4229,5:10:14,2017-10-12,565-70-03,065321-9717
4230,14:25:39,2016-05-17,603-89-07,065321-9717
4231,17:12:15,2017-02-27,172-37-06,065321-9717
4232,7:27:10,2016-06-24,492-51-02,065321-9717
4233,7:34:16,2018-10-29,109-16-08,065321-9717
4234,10:53:40,2017-04-25,769-23-05,065321-9717
4235,7:06:31,2018-09-18,581-49-06,065321-9717
4236,16:36:29,2015-12-02,734-51-03,065321-9717
4237,10:25:50,2017-01-18,109-16-08,065321-9717
4238,5:32:54,2016-03-28,482-04-00,065321-9717
4239,16:14:02,2017-02-10,246-29-09,065321-9717
4240,16:01:11,2017-04-13,482-04-00,065321-9717
4241,5:12:44,2017-05-09,262-46-02,065321-9717
4242,17:56:42,2018-10-01,519-06-08,065321-9717
4243,6:32:08,2017-07-11,361-54-03,065321-9717
4244,5:13:41,2015-11-17,495-54-03,065321-9717
4245,12:08:43,2017-05-08,347-61-07,065321-9717
4246,17:20:42,2015-10-29,228-48-08,065321-9717
4247,8:47:48,2018-12-04,347-61-07,065321-9717
4248,11:02:51,2015-07-14,374-97-08,065321-9717
4249,5:38:40,2017-03-17,253-79-07,065321-9717
4250,13:06:51,2017-01-12,314-99-08,065321-9717
4251,6:43:00,2018-04-06,246-29-09,065321-9717
4252,13:51:17,2015-10-22,164-90-02,065321-9717
4253,16:49:52,2017-10-13,525-16-06,065321-9717
4254,15:46:36,2018-09-24,013-96-03,065321-9717
4255,11:30:29,2018-03-05,023-56-01,065321-9717
4256,6:30:42,2016-06-30,400-85-08,065321-9717
4257,5:34:14,2015-03-05,431-66-01,065321-9717
4258,12:39:54,2015-09-25,810-78-08,065321-9717
4259,16:34:08,2015-05-27,143-58-09,065321-9717
4260,15:24:50,2017-03-07,103-98-00,065321-9717
4261,12:21:28,2015-07-20,374-97-08,065321-9717
4262,8:21:02,2018-04-05,813-62-04,065321-9717
4263,12:24:36,2018-10-24,303-85-07,065321-9717
4264,11:19:48,2015-07-24,246-29-09,065321-9717
4265,14:30:43,2017-06-02,287-06-00,065321-9717
4266,9:29:36,2018-12-21,139-46-07,065321-9717
4267,11:51:47,2017-06-30,401-36-09,065321-9717
4268,8:02:50,2018-01-29,071-16-00,065321-9717
4269,6:01:37,2015-01-02,317-34-08,065321-9717
4270,10:00:50,2018-02-08,770-70-07,065321-9717
4271,5:08:54,2016-02-15,024-75-04,065321-9717
4272,14:15:51,2017-01-24,067-24-02,065321-9717
4273,14:07:31,2018-03-20,810-43-06,065321-9717
4274,13:14:53,2015-08-31,636-51-06,065321-9717
4275,15:44:34,2017-12-11,139-46-07,065321-9717
4276,6:39:26,2018-05-28,172-37-06,065321-9717
4277,1:14:14,2018-01-11,090-41-08,797572-9430
4278,17:44:33,2018-04-26,529-80-00,797572-9430
4279,10:08:53,2015-05-26,522-52-01,797572-9430
4280,13:25:27,2015-12-14,848-01-07,797572-9430
4281,10:19:08,2015-11-18,533-21-02,797572-9430
4282,16:54:05,2015-12-24,833-82-06,797572-9430
4283,11:10:19,2015-08-28,712-19-06,797572-9430
4284,8:07:32,2017-08-07,570-51-06,797572-9430
4285,9:48:46,2017-07-21,712-19-06,797572-9430
4286,8:10:56,2015-10-08,207-45-08,797572-9430
4287,7:13:12,2015-11-30,855-85-07,797572-9430
4288,6:17:01,2016-07-12,093-73-07,797572-9430
4289,14:57:11,2018-04-03,231-57-06,797572-9430
4290,7:10:54,2016-08-29,540-23-05,797572-9430
4291,5:58:37,2017-04-18,042-90-05,797572-9430
4292,5:55:05,2015-01-09,751-10-04,797572-9430
4293,2:22:04,2017-08-29,405-31-01,797572-9430
4294,3:01:54,2015-05-20,751-10-04,797572-9430
4295,7:00:40,2016-06-20,351-03-00,797572-9430
4296,16:23:00,2018-07-18,389-19-01,797572-9430
4297,3:07:58,2015-03-30,431-20-03,797572-9430
